174249 0 398816 1 1000 run
174249 0 2210293 2 999 run
174249 0 2282690 3 998 run
174249 0 643861 4 997 run
174249 0 2763949 5 996 run
174249 0 1809352 6 995 run
174249 0 268934 7 994 run
174249 0 2102549 8 993 run
174249 0 893488 9 992 run
174249 0 809059 10 991 run
174249 0 3143575 11 990 run
174249 0 2003228 12 989 run
174249 0 3126538 13 988 run
174249 0 3126536 14 987 run
174249 0 1124473 15 986 run
174249 0 3126540 16 985 run
174249 0 873580 17 984 run
174249 0 3014292 18 983 run
174249 0 1180095 19 982 run
174249 0 727953 20 981 run
174249 0 115272 21 980 run
174249 0 2015845 22 979 run
174249 0 1318897 23 978 run
174249 0 2774813 24 977 run
174249 0 1877918 25 976 run
174249 0 2909587 26 975 run
174249 0 3143578 27 974 run
174249 0 3126539 28 973 run
174249 0 2869616 29 972 run
174249 0 2204704 30 971 run
174249 0 2204701 31 970 run
174249 0 3327319 32 969 run
174249 0 2222905 33 968 run
174249 0 978773 34 967 run
174249 0 1005285 35 966 run
174249 0 2054522 36 965 run
174249 0 982248 37 964 run
174249 0 1362650 38 963 run
174249 0 2204703 39 962 run
174249 0 2867946 40 961 run
174249 0 1758439 41 960 run
174249 0 3144156 42 959 run
174249 0 3297846 43 958 run
174249 0 3144154 44 957 run
174249 0 2260493 45 956 run
174249 0 1801824 46 955 run
174249 0 531991 47 954 run
174249 0 2500683 48 953 run
174249 0 1393746 49 952 run
174249 0 2241255 50 951 run
174249 0 3066281 51 950 run
174249 0 747478 52 949 run
174249 0 2941620 53 948 run
174249 0 1407030 54 947 run
174249 0 1859054 55 946 run
174249 0 627773 56 945 run
174249 0 3281599 57 944 run
174249 0 2553221 58 943 run
174249 0 3189144 59 942 run
174249 0 36404 60 941 run
174249 0 903538 61 940 run
174249 0 3343476 62 939 run
174249 0 3126541 63 938 run
174249 0 3114612 64 937 run
174249 0 3024420 65 936 run
174249 0 1429909 66 935 run
174249 0 2306707 67 934 run
174249 0 2054518 68 933 run
174249 0 2286484 69 932 run
174249 0 2597681 70 931 run
174249 0 1555534 71 930 run
174249 0 2012180 72 929 run
174249 0 2749624 73 928 run
174249 0 655257 74 927 run
174249 0 3209412 75 926 run
174249 0 884651 76 925 run
174249 0 2369488 77 924 run
174249 0 2370023 78 923 run
174249 0 1227017 79 922 run
174249 0 2544812 80 921 run
174249 0 399803 81 920 run
174249 0 931100 82 919 run
174249 0 2736584 83 918 run
174249 0 1820311 84 917 run
174249 0 282707 85 916 run
174249 0 2115286 86 915 run
174249 0 2023672 87 914 run
174249 0 3356390 88 913 run
174249 0 601038 89 912 run
174249 0 931102 90 911 run
174249 0 2168983 91 910 run
174249 0 2479861 92 909 run
174249 0 3126537 93 908 run
174249 0 1632207 94 907 run
174249 0 3053559 95 906 run
174249 0 415876 96 905 run
174249 0 808582 97 904 run
174249 0 3074165 98 903 run
174249 0 810917 99 902 run
174249 0 954842 100 901 run
320792 0 3240836 1 1000 run
